№,Тема,Вопрос,Ответ,Компании,Встречается
111,Python ООП,Что такое метаклассы? Для чего используются?,"Метакласс — это класс, который управляет созданием других классов. Для создания метакласса нужно наследоваться от класса type.
Если классы — это ""шаблоны"" для создания объектов, то метаклассы — это ""шаблоны"" для создания классов. 

Пример:

```
class MyMeta(type):
   def __new__(cls, name, bases, dct):
       # Создание нового класса
       print(f""Создаём класс {name}"")
       return super().__new__(cls, name, bases, dct)


   def __init__(cls, name, bases, dct):
       # Инициализация класса
       print(f""Инициализируем класс {name}"")
       super().__init__(name, bases, dct)




class MyClass(metaclass=MyMeta):
   pass
```

name — имя класса.
bases — кортеж базовых классов, от которых наследуется новый класс.
dct — словарь атрибутов и методов класса.

Зачем использовать метаклассы:

1. Автоматическое добавление методов: Вы можете автоматически добавлять или изменять методы в классах, не изменяя их вручную.
2. Валидация классов: Проверка наличия обязательных атрибутов и методов.

Примеры использования:
* В Django ORM метаклассы валидируют поля модели и добавляют метаинформацию классов полей в класс модели.
* В Pydantic за счёт метаклассов происходит валидация полей, десериализация json, создание схемы модели в виде json
","Билайн, Домклик",Средне
112,Python ООП,Что такое self?,self представляет экземпляр объекта текущего класса. Позволяет обращаться к атрибутам и методам данного экземпляра внутри класса.,,Иногда
123,Python ООП,"Как получить доступ к приватному методу или полю класса (с двумя подчёркиваниями) извне класса?
","```
class MyClass:
   def __init__(self):
       self.__hidden_variable = ""Secret""

obj = MyClass()
print(obj._MyClass__hidden_variable)  # Выведет: ""Secret""
```

С методами аналогично, но надо сделать вызов через ().
",Билайн,Иногда
124,Python ООП,Что такое __slots__?,"slots__ — это специальный атрибут в Python, который позволяет оптимизировать использование памяти в классах, ограничив допустимые атрибуты экземпляра. 

В стандартной ситуации Python для каждого объекта создаёт словарь __dict__, который хранит атрибуты экземпляра. __slots__ позволяет избежать создания этого словаря, ограничив атрибуты объекта фиксированным набором.

```
class Person:
   __slots__ = ['name', 'age']  # Разрешены только атрибуты 'name' и 'age'


   def __init__(self, name, age):
       self.name = name
       self.age = age
# Создаем объект
person = Person(""Alice"", 30)
print(person.name)  # Выведет: Alice
print(person.age)   # Выведет: 30
# Попытка добавить новый атрибут вызовет ошибку
person.address = ""123 Main St""  # AttributeError: 'Person' object has no attribute 'address'
```",Билайн,Иногда
290,Python ООП,Как определяется порядок поиска метода в наследуемом классе?,"Если у двух родителей класса есть одноимённые методы, то дочерний класс наследует его у того родителя, который при перечислении его родителей указан раньше. Также метод mro() отображает порядок поиска наследуемого метода.

```
class A:
    def method(self):
        print(""Метод из класса A"")

class B(A):
    def method(self):
        print(""Метод из класса B"")

class C(A):
    def method(self):
        print(""Метод из класса C"")

class D(B, C):
    pass

# Создание экземпляра класса D
d = D()

# Вызов метода
d.method()

# Вывод порядка разрешения методов (MRO)
print(D.__mro__) 
# (<class '__main__.D'>, <class '__main__.B'>, <class '__main__.C'>, <class '__main__.A'>, <class 'object'>)
# Наследуется метод из класса B, т.к. он в наследовании и результате mro() указан раньше
```",Edge,Средне
291,Python ООП,Может ли контекстный менеджер отлавливать исключения?,"Да, контекстный менеджер в Python может отлавливать и обрабатывать исключения, возникшие внутри блока with. Это достигается с помощью метода __exit__, который получает информацию об исключении и может решить, подавлять его или позволить ему продолжить распространение.

Когда внутри блока with происходит исключение, Python вызывает метод __exit__ контекстного менеджера, передавая ему три аргумента:
exc_type: Тип исключения.
exc_value: Экземпляр исключения.
traceback: Объект трассировки стека.

Метод __exit__ может обработать исключение и решить, подавить его, вернув True, или позволить ему продолжить распространение, вернув False или ничего не возвращая.",,Иногда
292,Python ООП,Как получить атрибут класса по его строковому названию?,функция getattr(),,Редко
297,Python ООП,В чем разница между  getattr() и getattribute()?,"getattr() — это встроенная функция Python, которая позволяет динамически получать атрибут объекта по его строковому названию.

Синтаксис:

```
getattr(object, attribute_name, default)
```
* object: Объект, у которого необходимо получить атрибут.
* attribute_name: Строка с именем атрибута.
* default (необязательный): Значение, которое будет возвращено, если атрибут не существует. Если этот параметр не указан и атрибут отсутствует, будет возбуждено исключение AttributeError.

__getattribute__() — это магический метод (специальный метод) в Python, который автоматически вызывается при каждом обращении к атрибуту объекта. Он предоставляет низкоуровневый механизм доступа к атрибутам и может быть переопределён для кастомизации поведения при доступе к атрибутам.

Синтаксис:

```
object.__getattribute__(self, attribute_name)
```

Пример использования:

```
class Person:
    name = ""Алексей""
    age = 30

    def __getattribute__(self, attr):
        print(f""Доступ к атрибуту: {attr}"")
        return super().__getattribute__(attr)

person = Person()
print(person.name)  # Вывод: Доступ к атрибуту: name
                    #        Алексей
```

Особенности:

* Переопределение поведения: Позволяет изменять стандартное поведение доступа к атрибутам. Например, можно логировать доступы, реализовать ленивую загрузку атрибутов и т.д.
* Всегда вызывается: Независимо от того, существует ли атрибут или нет, __getattribute__() будет вызван при попытке доступа.
* Требует осторожности: Неправильное переопределение может привести к рекурсии и ошибкам. Обычно, при переопределении этого метода, рекомендуется использовать super().__getattribute__(attr) для получения стандартного поведения.",,Редко
315,Python ООП,В чем отличие @classmethod и @staticmethod?,"@classmethod: Методы получают ссылку на сам класс (cls) в качестве первого аргумента. Это позволяет им получать доступ к атрибутам класса, вызывать другие методы класса, создавать экземпляры класса. Пример использования - методы моделей ORM.

@staticmethod: Методы не получают автоматически ни ссылку на класс (cls), ни на экземпляр (self). Они работают как обычные функции, но находятся в пространстве имен класса. Пример использования - метод форматирования даты в классе генератора отчета.",Иннотех,Иногда
316,Python ООП,Что такое магические (dunder) методы? Какие магические методы в Python знаешь?,"Магические методы (dunder-методы) в Python — это специальные методы, которые определяют поведение объекта при использовании встроенных операций языка (например, создание объекта, сложение, вывод на экран и т.д.). Они начинаются и заканчиваются двойным подчеркиванием (например, __init__).

* Методы создания и инициализации:
__new__(cls, ...): вызывается при создании экземпляра класса (до __init__). Обычно применяется для контроля над процессом выделения памяти или при использовании паттернов проектирования (например, Singleton).
__init__(self, ...): инициализирует объект сразу после его создания, чаще всего используется для присвоения начальных значений полям.

* Строковое представление
  __repr__(self): возвращает строку, которая однозначно описывает объект. Обычно используется для отладки и должна давать информацию, необходимую для воссоздания объекта.
  __str__(self): возвращает “читаемое” строковое представление объекта (часто более «человеческое», чем __repr__). Вызывается, например, при print(obj).


* Сравнение и хеширование
__eq__(self, other): определяет поведение оператора равенства ==.
__ne__(self, other): оператор !=.
__lt__(self, other): оператор <.
__le__(self, other): оператор <=.
__gt__(self, other): оператор >.
__ge__(self, other): оператор >=.
__hash__(self): возвращает хеш объекта (нужно для использования в set, как ключи в dict и т.д.). Обычно реализуют вместе с __eq__.

* Арифметические операции (перегрузка операторов)
__add__(self, other): оператор +.
__radd__(self, other): оператор +, если слева другой тип (reverse add). Аналогично для остальных арифметических методов: __rsub__, __rmul__, и т.д.
__sub__(self, other), __mul__(self, other), __truediv__(self, other), __floordiv__(self, other) и т. д.: переопределение операций вычитания, умножения, деления и прочего.
__iadd__(self, other): оператор +=. Аналогично для __isub__ (для -=), __imul__ (для *=) и т.д.

* Преобразование типов
__bool__(self): вызывается при проверке истинности (if obj: …). Возвращает True или False.
__int__(self): вызывается при преобразовании к int, например int(obj).
__float__(self), __complex__(self), __bytes__(self) и т.д. аналогично для соответствующих типов.

* Контейнеры и коллекции
__len__(self): возвращает длину объекта (например, при вызове len(obj)).
__getitem__(self, key): доступ к элементам по ключу или индексу (например, obj[key]).
__setitem__(self, key, value): установка значения по индексу/ключу (например, obj[key] = value).
__delitem__(self, key): удаление элемента по ключу (например, del obj[key]).
__contains__(self, item): оператор in (например, item in obj).
__iter__(self): возвращает итератор или сам объект, если он итерируемый. Позволяет работать в циклах for.
__next__(self): возвращает следующий элемент итератора, выбрасывает StopIteration, когда элементы заканчиваются.

* Вызов объектов и функции
__call__(self, ...): делает экземпляр класса вызываемым как функция (например, obj()).
Контекстный менеджер
__enter__(self): вызывается при входе в блок with.
__exit__(self, exc_type, exc_val, exc_tb): вызывается при выходе из блока with (даже при возникновении исключений).

* Работа с атрибутами
__getattr__(self, name): вызывается при обращении к несуществующему атрибуту (или если обычный механизм поиска атрибута не нашёл нужный).
__setattr__(self, name, value): вызывается при попытке установить атрибут (даже существующий).
__delattr__(self, name): вызывается при удалении атрибута.

* Прочие полезные методы
__dir__(self): вызывается при выполнении dir(obj). Можно кастомизировать список возвращаемых атрибутов.
__format__(self, format_spec): поддержка формата format(obj, format_spec) и f-строк с форматированием (например, f""{obj:fmt_spec}"").
__index__(self): переопределяет поведение при использовании объекта как индекса в срезах (например, list[obj:]).",,Иногда
337,Python ООП,Как сделать декоратор из класса?,"Необходимо определить класс с методом __init__ и методом __call__.
Пример:

```
class Logger:
   def __init__(self, func):
       self.func = func  # Сохраняем декорируемую функцию


   def __call__(self, *args, **kwargs):
       print(f""Вызов функции '{self.func.__name__}' с аргументами {args} и {kwargs}"")
       result = self.func(*args, **kwargs)
       print(f""Функция '{self.func.__name__}' вернула {result}"")
       return result

@Logger
def say_hello():
    pass
```
",VK,Иногда
338,Python ООП,Расскажи про исключения в Python?,"Создание кастомного исключения:

```
class MyCustomError(Exception):
   """"""Базовый класс для пользовательских исключений""""""
   def __init__(self, message, code=None):
       self.message = message
       self.code = code
       super().__init__(self.message)
   def __str__(self):
       if self.code:
           return f""[Error {self.code}]: {self.message}""
       return self.message
```


Дерево наследования исключений:
BaseException
├── SystemExit 
├── KeyboardInterrupt
├── GeneratorExit
└── Exception
    ├── StopIteration
    ├── StopAsyncIteration
    ├── ArithmeticError
    │   ├── FloatingPointError
    │   ├── OverflowError
    │   └── ZeroDivisionError
    ├── AssertionError
    ├── …………………………….

SystemExit - выбрасывается при вызове sys.exit() или при успешном завершении программы в конце
KeyboardInterrupt - выбрасывается при отправке сигнала SIGINT (когда пользователь нажал Ctrl + C)
GeneratorExit - выбрасывается для уведомления генератора о его закрытии во время вызова метода .close() и при очистке сборщиком мусора
","Домклик, VK",Средне
339,Python ООП,Что такое датаклассы?,"Датаклассы в Python — это специальный способ упрощенного создания классов для хранения данных. Ближайший аналог - NamedTuple из collections.

Почему используются датаклассы?
Когда требуется создать класс для хранения данных, обычно нужно объявлять множество служебных методов (конструктор, строковое представление, сравнение), что может быть громоздко. Датаклассы позволяют сосредоточиться только на описании полей, а остальные методы генерируются автоматически.

Основные особенности:
* Автоматическое создание методов: __init__, __repr__, __eq__, и другие методы создаются автоматически, что значительно упрощает код.
* Аннотации типов: Поля датакласса требуют аннотаций типов, что повышает читаемость и делает код более строгим.
* Модификации через параметры: Можно легко настраивать поля, указывая параметры, такие как default, default_factory, и другие.

Пример:

```
@dataclass(order=True, frozen=True)
class Product:
   name: str
   price: float = 0.0
   description: str = field(default=""No description available"")
   tags: List[str] = field(default_factory=list)
```

Dataclass больше подходит для случаев, когда не нужна сложная валидация и нужна максимальная оптимизация, когда Pydantic имеет более гибкие настройки, встроенную валидацию, работу с json и стороннюю библиотеку",,Иногда
340,Python ООП,Что такое mro и name mangling?,"* mro() - метод, который возвращает список классов, от которых пронаследован объект. чем раньше класс в списке, тем выше приоритет. это нужно для решения проблемы ромбовидного наследования, когда у двух родительских классов один и тот же метод определен по разному. дочерний класс берет метод того класса, который в списке идет раньше.
вид: [<class '__main__.D'>, <class '__main__.B'>, <class '__main__.C'>, <class '__main__.A'>, <class 'object'>]

* name mangling - это механизм изменения имен атрибутов классов с целью предотвращения конфликтов имен в иерархии наследования. 
Выглядит как: obj._ClassName__attribute","VK, Edge",Средне
341,Python ООП,Что такое утиный протокол (duck typing) в python?,"Тип объекта определяется его поведением (методами и свойствами), а не классом. 

Примеры: callable, iterable, awaitable, sequence, mapping

Можно создать свой протокол, создав класс и пронаследовав его от typing.protocol, тогда можно сделать свою утиную типизацию, определив в этом классе нужные поля и методы.

Пример:

```
from typing import Protocol

# Описываем протокол (поведение), требующее метод fly
class Flyer(Protocol):
    def fly(self) -> None:
        ...

# Класс Bird имеет метод fly и, таким образом, соответствует протоколу Flyer
class Bird:
    def fly(self) -> None:
        print(""Bird is flying"")

def take_off(flyer: Flyer) -> None:
    flyer.fly()

my_bird = Bird()
take_off(my_bird) # Bird is flying
```

Протокол Flyer говорит, что любой объект, у которого есть метод fly(self) -> None, соответствует этому протоколу.
Класс Bird не наследуется напрямую от Flyer, но так как метод fly у него есть, он «утино» соответствует протоколу (duck typing).
Функция take_off принимает на вход объект, соответствующий протоколу Flyer. Поскольку Bird имеет метод fly, его экземпляр можно туда передать.",Иннотех,Средне
342,Python ООП,Расскажи про механизмы внедрения зависимостей в Python?,"Один из примеров - библиотека dependency_injector.

Создается класс контейнера, который создаёт зависимости и управляет ими. Внутри него есть провайдеры, которые создают экземпляры зависимостей (фабрика, синглтон).

Пример:

```
# services.py
# зависимые классы
class ServiceA:
   def do_something(self):
       print(""ServiceA is doing something."")

class ServiceB:
   def __init__(self, service_a: ServiceA):
       self.service_a = service_a

   def perform(self):
       print(""ServiceB is performing."")
       self.service_a.do_something()

# containers.py
# контейнер
from dependency_injector import containers, providers
from services import ServiceA, ServiceB

class Container(containers.DeclarativeContainer):
   service_a = providers.Singleton(ServiceA) # первый класс создаётся один раз
   service_b = providers.Factory(ServiceB, service_a=service_a) # второй генерируется каждый раз новый

# main.py
from containers import Container

container = Container()

# Получение экземпляра ServiceB с автоматически внедрённой зависимостью ServiceA
service_b = container.service_b()
service_b.perform()
```

Пример использования:
Подключение к БД, конфиг.

Но мы старались не использовать, так как:

Усложняются код и вкат новичков в проект
Появляется сильная зависимость от di фреймворка, потом будет сложно его заменить на что-то другое

Мы реализовывали фабрику и синглтон самостоятельно.
","ТуТу, Аэроклуб, Sinimex, Иннотех",Часто
343,Python ООП,Расскажи про дескрипторы в Python?,"Дескрипторы — это объекты, которые управляют доступом к атрибутам других объектов. Они позволяют определить поведение при получении, установке или удалении атрибутов. Лежат в основе поведения @property
У дескрипторов реализованы методы __get__, __set__, __delete__

Пример реализации:

```
class Typed:
   def __init__(self, name, expected_type):
       self.name = name
       self.expected_type = expected_type


   def __get__(self, instance, owner):
       if instance is None:
           return self  # Доступ через класс возвращает дескриптор
       return instance.__dict__.get(self.name)


   def __set__(self, instance, value):
       if not isinstance(value, self.expected_type):
           raise TypeError(f""Ожидается тип {self.expected_type.__name__} для атрибута '{self.name}'"")
       instance.__dict__[self.name] = value


   def __delete__(self, instance):
       del instance.__dict__[self.name]


class Person:
   name = Typed('name', str)
   age = Typed('age', int)


   def __init__(self, name, age):
       self.name = name
       self.age = age


# Использование
p = Person(""Alice"", 30)
print(p.name)  # Выведет: Alice
print(p.age)   # Выведет: 30


p.age = 31     # Корректно
p.age = ""hello"" ""thirty-one""  # Возникнет TypeError
```


Примеры использования:
* Валидация
* Ограничение прав доступа к атрибуту
* Отслеживание истории изменения атрибута (самый адекватный пример)
",НПФ,Редко
119,Python Web Frameworks,Расскажи что такое Django? Из чего состоит?,"Django — это высокоуровневый веб-фреймворк на Python, следующий принципу «батарейки в комплекте». Состоит из ORM (работа с БД через модели), View (бизнес-логика), Template (шаблоны для HTML), URL (маршрутизация запросов), Admin (готовая админ-панель), Forms (обработка форм) и Auth (система пользователей).",Билайн,Иногда
120,Python Web Frameworks,Что такое select_related? prefetch_related?,"Инструменты оптимизации запросов в Django ORM. select_related использует SQL JOIN для подгрузки связанных объектов (ForeignKey, OneToOne) в одном запросе. prefetch_related выполняет отдельный запрос для связанных объектов (ManyToMany, Reverse ForeignKey) и соединяет их в Python, чтобы избежать дублирования данных.",,Средне
122,WSGI & UWSGI,"Что такое nginx, зачем он нужен? Зачем его ставить перед приложением?","Nginx — это веб-сервер и обратный прокси. Его ставят перед приложением для раздачи статических файлов (CSS, JS, картинки), SSL-терминации (HTTPS), кэширования ответов, сжатия (gzip), защиты от медленных клиентов и балансировки нагрузки между несколькими экземплярами приложения.",Билайн,Иногда
165,WSGI & UWSGI,Что такое Gunicorn и для чего он нужен?,"Gunicorn (Green Unicorn) — это WSGI-HTTP сервер для Unix. Он нужен для запуска Python-веб-приложений в продакшене. Управляет пулом воркеров-процессов, принимает HTTP-запросы и передает их приложению (например, Django), обеспечивая конкурентную обработку.",,Редко
166,WSGI & UWSGI,Что такое certbot?,"Certbot — это утилита для автоматического получения, настройки и продления SSL/TLS-сертификатов от Let's Encrypt. Позволяет быстро включить HTTPS на сервере и обновлять сертификаты по крону без ручного вмешательства.",,Редко
167,WSGI & UWSGI,"Что такое балансировщик нагрузки, какие ты знаешь алгоритмы балансировки?","Балансировщик распределяет входящий сетевой трафик между несколькими серверами. Алгоритмы: Round Robin (по очереди), Least Connections (тому, у кого меньше активных соединений), IP Hash (клиент всегда попадает на один сервер), Weighted (с учетом мощности сервера), Random.",,Средне
168,WSGI & UWSGI,Чем Gunicorn отличается от uvicorn?,"Gunicorn работает с синхронным интерфейсом WSGI (подходит для Django, Flask). Uvicorn работает с асинхронным интерфейсом ASGI (подходит для FastAPI, Django Channels). Gunicorn стабильнее для синхронного кода, Uvicorn необходим для async/await. Часто их используют вместе: Gunicorn управляет процессами, внутри запускает Uvicorn-воркеры.",,Редко
428,HR-собеседование,"Как ты понимаешь что тот проект, в котором ты работаешь, приносит пользу пользователям?","Несколько уровней понимания пользы:
* Количественные метрики: DAU, MAU, Retention, NPS.
* Качественная обратная связь: отзывы пользователей, оценка в сторах, комментарии в соцсетях.
* Прямое взаимодействие с продуктовыми менеджерами и аналитиками, которые собирают фидбек.

В идеале сочетание этих аспектов. Если какой-то аспект проседает, значит, можно упустить реальную картину.

Также нужно обосновать, почему ваш проект с бизнесовой точки зрения полезен для пользователей - какую он проблему решает, каково пользователям жилось без него и так далее. Например, польза Госуслуг заключается в том, что проект представляет собой единую систему, в которой гражданин РФ может в несколько кликов дистанционно получить любую услугу - от получения справки до заключения брака, а вот раньше нужно было выискивать номера телефонов и адреса нужных учреждений, очно к ним ездить и стоять в очередях..",Авито,Средне
432,HR-собеседование,"Что первостепенно: интересы бизнеса или интересы пользователей? (допустим пм говорит поднять подписки для пользователей в 2 раза, как бы ты на это отреагировал?)","Идеальный ответ – баланс.
Если PM предлагает резко поднять подписки:
* Я попрошу обоснование: есть ли аналитика и гипотеза, почему это поможет бизнесу и не ухудшит Retention и удовлетворенность.
* Предложу провести A/B-тестирование или постепенное повышение с замером обратной связи.
* Объясню PM-у риски ухудшения лояльности и долгосрочных метрик, если решение окажется негативным для пользователей.
* Моя задача – четко обозначить риски и помочь принять решение, которое сохранит баланс между интересами бизнеса и пользователей.",Авито,Иногда
433,HR-собеседование,Был ли опыт введение самостоятельного проекта?,"Если в легенде есть опыт тимлида - просто рассказываем легенду. Если нет, то говорим, что опыта полноценного ведения проекта нету, но успешно подменял тимлида, когда он болел или был в отпуске, выполнял задачи по проектированию архитектуры, декомпозировал крупные задачи, проводил код ревью, проявлял инициативу в рабочих процессах, общался со смежными командами, менторил и онбордил новичков.",Авито,Средне
434,HR-собеседование,Как взаимодействовал с другими командами?,"Всегда придерживался таких принципов:
* Прозрачность: всегда понятно, кто за что отвечает.
* Четкие интерфейсы между командами (API, документация, контракты).
* Регулярная коммуникация и статус-митинги (мессенджер, обращения, созвоны).
* Готовность помогать, если другая команда попала в сложную ситуацию.",Авито,Редко
435,HR-собеседование,Твои сильные и слабые стороны в тех скиллах?,"Сильные стороны:
* Проектирование архитектуры бэкенда, микросервисов.
* Асинхронность и оптимизация производительности.
* Высокое качество кода и тестов, написание документации.
* Хорошее знание экосистемы Python (FastAPI, Django, Celery, Kubernetes, Docker, базы данных, очереди).

Слабые стороны:
* Меньше опыта в низкоуровневом программировании и оптимизации уровня ОС.
* Ограниченный опыт в фронтенд-разработке (в рамках базового понимания).","Авито, Литрес",Иногда
436,HR-собеседование,Что важнее софты или харды у тимлида?,"Софты. Тимлид должен в первую очередь уметь мотивировать команду, организовывать работу, общаться с бизнесом, решать конфликты. Харды тоже нужны, но софты приоритетнее. Технические задачи можно делегировать сильным разработчикам, а вот умение вести команду – нельзя.",Авито,Редко
437,HR-собеседование,С каким руководителем ты не хотел бы работать?,"Не хотел бы работать с руководителем, который не доверяет команде сложные задачи и делает всё один, не даёт обратной связи.","Авито, WB, Аэроклуб",Средне
438,HR-собеседование,Что хотелось бы видеть в команде? и что не хотелось бы видеть в команде?,"Хотелось бы видеть:
* Высокий уровень ответственности, самостоятельность, открытость.
* Готовность помогать друг другу.
* Открытость к обратной связи, доверие.

Не хотелось бы видеть:
* Конфликты, токсичность
* Равнодушие к результатам работы","Авито, WB, X5",Средне
439,HR-собеседование,"От чего в своей работе кайфуешь больше всего? (Дальше раскрыть тему через вопросы - Почему? Что именно в этом драйвит, радует?)","В своей работе кайфую от возможности решать сложные технические задачи, которые действительно влияют на продукт. Когда я сталкиваюсь с задачей, которая требует нестандартного подхода, и решаю ее с помощью хорошего архитектурного решения или оптимизации, это приносит удовлетворение. Особенно важно, когда результат работы напрямую влияет на пользователей — например, когда я оптимизирую систему, и это дает реальное улучшение в производительности или удобстве использования.

Что именно меня драйвит? Мне нравится видеть, как мои решения помогают бизнесу или улучшают пользовательский опыт. Вдохновляют проекты, которые действительно меняют что-то в жизни людей — будь то улучшение работы системы или создание чего-то нового, что помогает людям.

Почему это радует? Потому что это дает ощущение, что ты не просто пишешь код, а строишь нечто значимое, что имеет долгосрочное влияние. Когда твоя работа помогает команде или пользователю, ощущаешь, что это больше, чем просто выполнение задач.",Островок,Редко
440,HR-собеседование,"Встречались ли тебе люди, которые не любят свою работу и как ты это понимал?","Да, мне встречались такие люди. Это обычно видно по их отношению к работе. Признаки, что человек не любит свою работу, можно заметить по нескольким вещам:

Отсутствие интереса к результату — человек выполняет задачи, но явно не вовлечен в процесс. Для него важен только факт выполнения, а не качество или то, как это повлияет на конечный результат.

Не стремится улучшать или оптимизировать процессы — если человек выполняет только те задачи, которые ему поручены, и не пытается внести что-то свое или предложить улучшения, это тоже явный сигнал. Например, он не ищет способы автоматизировать рутинные операции или не пытается найти более эффективные способы решения проблем.

Отсутствие увлечения процессом — когда человек просто хочет закончить рабочий день и уйти, не прилагая усилий, чтобы сделать что-то большее. Он работает ""до 6 и точка"", не стараясь делать больше, чем нужно.

Не развивается в своей работе — такой человек не стремится к саморазвитию. Он не интересуется новыми технологиями или не стремится улучшать свои навыки. Это может быть связано с тем, что ему неинтересен сам процесс работы.

Пример из моей практики: я работал с коллегой, который выполнял задачи, но всегда делал только то, что от него требовалось, без инициативы и желания улучшить что-то. Когда возникали предложения по оптимизации процессов или внедрению новых инструментов, он обычно говорил, что это не его забота, и продолжал работать в том же режиме.",Островок,Редко
441,HR-собеседование,"Если бы не твоя сегодняшняя профессия, то что бы ты делал?","Честно говоря, я не могу представить себя в кардинально другой профессии, так как мне действительно нравится то, чем я занимаюсь, и я получаю от этого удовольствие. Однако, если бы я вдруг оказался в ситуации, когда пришлось бы менять профессию, то, вероятно, я выбрал бы что-то, связанное с технологической областью. Например, я бы мог работать в сфере DevOps или инженерии данных, так как эти роли требуют схожих навыков, которые я развиваю в своей текущей позиции.

Меня всегда привлекали задачи, связанные с оптимизацией процессов, построением эффективных систем и решениями, которые влияют на масштабируемость и производительность. Я бы также мог рассмотреть роли, где я мог бы использовать навыки работы с большими данными и автоматизацией, возможно, в области аналитики или разработки систем для анализа и обработки данных.",Островок,Редко
